Name,Taxid,protein_count,AssemblyID,Length,Mass,SASAmiller,NetCh,NCD,fFatty,fPos,fNeg,I,L,V,A,G,P,F,M,W,Y,H,T,S,N,Q,D,E,K,R,C,X,U,SeqNum,NCD1000,MWkDa,fCharged,kingdom,phylum,class,order,family,genus,species,GC
UP000000641,368408,1876,GCA_000015225,255.0,28053.2,11126.733741289156,1.0,7.303343379179872e-05,0.2959183673469388,0.1283894068170455,0.1274599227280941,0.0441924707696261,0.1127738927738927,0.1022222222222222,0.0889455473771511,0.0776225365302777,0.0447522769538887,0.03451111615245,0.0174701835939334,0.0096185870946254,0.0366274359488113,0.0125,0.0382430556291531,0.060642836128273,0.0199857346647646,0.015625,0.0414722765678412,0.0828123168301355,0.0491803278688524,0.0755001995097759,0.004635000429664,0.0,0.0,1876,0.07303343379179872,28.0532,0.2558493295451396,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Thermofilum pendens,57.6792
UP000000536,69014,2301,GCA_000009965,235.0,26353.4,10630.441621161306,-2.0,-0.0001727429084497,0.2966292134831461,0.1322314049586777,0.1428571428571428,0.0689655172413793,0.1033333333333333,0.0831509846827133,0.0712401055408971,0.074074074074074,0.0416666666666666,0.0409090909090909,0.0227848101265822,0.0112359550561797,0.0355029585798816,0.0141643059490085,0.0425,0.046875,0.0284900284900284,0.0156599552572706,0.0458015267175572,0.092814371257485,0.0689655172413793,0.059090909090909,0.0024630541871921,0.0,0.0,2301,-0.1727429084497,26.3534,0.2750885478158205,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis,52.0
UP000001826,190192,1687,GCA_000007185,257.0,28390.2,11224.151484210235,-8.0,-0.0007657363496987,0.2793522267206477,0.1235955056179775,0.1647727272727272,0.0469135802469135,0.0975609756097561,0.1040462427745664,0.08130081300813,0.0789473684210526,0.0531400966183574,0.0268817204301075,0.0182648401826484,0.0097087378640776,0.0261780104712041,0.0177304964539007,0.0434210526315789,0.0434782608695652,0.0175438596491228,0.0119047619047619,0.0578842315369261,0.1030042918454935,0.0376175548589341,0.0835266821345707,0.010752688172043,0.0,0.0,1687,-0.7657363496987001,28.3902,0.2883682328907047,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus kandleri,61.2
UP000002439,178306,2590,GCA_000007225,210.0,23197.800000000003,9685.381080818976,2.0,0.0002130070447669,0.2948717948717949,0.1278367150753596,0.119047619047619,0.0614686019279995,0.104089219330855,0.0918501258771224,0.0944626874296766,0.073871132165987,0.047075118135897,0.0338149688149688,0.0194468489213469,0.0123456790123456,0.04111071576825,0.0133333333333333,0.040590405904059,0.0470588235294117,0.0235294117647058,0.0187764047782733,0.0423274840146562,0.0725133184197781,0.0573623597156119,0.0661794378768456,0.0064585650723025,0.0,0.0,2590,0.2130070447669,23.197800000000004,0.2468843341229786,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum aerophilum,51.4
UP000001974,273057,2938,GCA_000007005,250.0,28263.85,11187.663821196124,1.0,0.0001426755740242,0.3096210966352878,0.1335525822451231,0.1259741311256401,0.0930462813723232,0.1015749007936508,0.0736745177861781,0.0505184826993337,0.0612244897959183,0.0346534653465346,0.0410462177688541,0.0217391304347826,0.0082644628099173,0.0456621004566209,0.011513189039747,0.0441176470588235,0.0637419397289117,0.0468156265566071,0.0190787694739688,0.0489600605579987,0.0723202889075682,0.0829048588347256,0.0472658532393882,0.0039447885219881,0.0,0.0,2938,0.1426755740242,28.263849999999998,0.25952671337076316,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus solfataricus,35.8
UP000000578,228908,536,GCA_000008085,230.0,26287.35,10610.972875693136,4.0,0.0003620238998873,0.3061862244897959,0.1522363818090954,0.1306122448979591,0.1046685340802987,0.1027095176966807,0.0573157155111054,0.048471499132292,0.0509835803908176,0.0383080850543436,0.0417914171656686,0.0169491525423728,0.0078431372549019,0.0547604443535745,0.0116279069767441,0.0372381915354615,0.0429316201058479,0.0481664074240067,0.0213997681019015,0.0481605566651633,0.0766216216216216,0.1115441331367179,0.0384048105287043,0.0031325738620195,0.0,0.0,536,0.3620238998873,26.28735,0.2828486267070545,Archaea,Nanoarchaeota,,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum equitans,31.6
UP000002487,188937,4468,GCA_000007345,254.0,28382.05,11221.79918309804,-4.0,-0.0003615512402537,0.277533039647577,0.1165723640293715,0.1349587110195937,0.0736842105263157,0.09375,0.0671323645842214,0.0647696163485637,0.0700109409190372,0.0389610389610389,0.0423333760027308,0.0252313046430693,0.0084328924287678,0.034090909090909,0.0155038759689922,0.0491013750461424,0.0646658946646079,0.0394088669950738,0.024390243902439,0.0506082844899768,0.0804242674215864,0.0680450190547423,0.045763140937126,0.0109289617486338,0.0,0.0,4468,-0.3615512402537,28.38205,0.2515310750489652,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina acetivorans,42.7
UP000010843,797303,4138,GCA_000230735,246.0,26707.35,10734.480418795118,-20.0,-0.0021533215031231,0.2407717081630125,0.0837988826815642,0.1842105263157894,0.0410958904109589,0.0861843882236427,0.0844155844155844,0.1046881681932551,0.0808823529411764,0.0454545454545454,0.0290140480253534,0.0160642570281124,0.0098159656983186,0.0261194029850746,0.0183246073298429,0.0634746969539092,0.0527859237536656,0.0204081632653061,0.0217391304347826,0.0885951360510315,0.0902777777777777,0.0144927536231884,0.0654205607476635,0.0056497175141242,0.0,0.0,4138,-2.1533215031231,26.707349999999998,0.2680094089973536,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema pellirubrum,63.9597
UP000001931,339860,1533,GCA_000012545,261.0,29200.3,11457.062657272543,-4.0,-0.0004363065503926,0.28,0.1153846153846154,0.1380753138075313,0.0997304582210242,0.0833333333333333,0.0620437956204379,0.0483870967741935,0.0579710144927536,0.0318471337579617,0.0327868852459016,0.0232558139534883,0.0038610038610038,0.0401459854014598,0.016260162601626,0.0567081604426002,0.0587515299877601,0.0617529880478087,0.0240963855421686,0.0616438356164383,0.071583514099783,0.0827338129496402,0.0301724137931034,0.0096774193548387,0.0,0.0,1533,-0.4363065503926,29.2003,0.2534599291921467,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae,27.6
UP000245635,2005259,928,GCA_003086535,219.0,24546.65,10093.33696824784,0.0,0.0,0.2962794152402174,0.1354029009505309,0.1339745949926362,0.0625631313131313,0.1030169799878714,0.0923076923076923,0.0683290033510297,0.0685181030372717,0.040066889632107,0.0359127898050053,0.021494875672043,0.0081771730105927,0.0379746835443038,0.0122986833386153,0.0438101608165876,0.058677435025504,0.032590992777227,0.0186915887850467,0.0485575589459084,0.0816058002148227,0.0719918062119772,0.0626643325438506,0.0034423815829622,0.0,0.0,928,0.0,24.546650000000003,0.26937749594316707,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,,,Sulfolobales archaeon SCGC AB-777_J03,50.7
