Length,Mass,SASAmiller,NetCh,NCD,fFatty,fPos,fNeg,Species,Taxid,SeqNum,fCharged,NCD1000,MWkDa,I,L,V,A,G,P,F,M,W,Y,H,T,S,N,Q,D,E,K,R,C,X,U,kingdom,phylum,class,order,family,genus,species,GC,AssemblyID
299.28945835760044,33741.95177635411,12217.863854082856,-3.8415841584158414,-0.0002069186216106,0.2907378901939547,0.1262052462782331,0.1334631294313228,Methanococcus voltae A3,456320,1717,0.2596683757095559,-0.20691862161059998,33.74195177635411,0.0977016222134882,0.0909864414032828,0.0644843018313416,0.0531569386039185,0.0614345311330569,0.0306887818361556,0.0375655247458417,0.0276326642670368,0.0057274084159589,0.0417979243296135,0.0142709818937543,0.0496257198141171,0.0598472101316524,0.0702851355583204,0.0205527698352009,0.055365100122493,0.0780980293088298,0.0964989763653522,0.0297062699128809,0.0145467571842629,0.0,2.691109344078225e-05,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus voltae,28.6,GCA_000006175
280.23761996161227,30211.192399232248,11263.945099045986,-21.140499040307105,-0.0017026251813384,0.2477580155080853,0.0844263541323522,0.159170077475409,Halobacterium salinarum NRC-1,64091,2605,0.2435964316077612,-1.7026251813384,30.21119239923225,0.0374942912021109,0.0856684835397658,0.0937899740181679,0.1216411593069072,0.0811555515956169,0.0460731759135808,0.0308052667480405,0.0191125837837463,0.0113329631219599,0.0255798856613197,0.0225403077736324,0.0677753488810196,0.0550990544562809,0.021839346415162,0.0275666305803772,0.0882812522956512,0.0708888251797578,0.0187600728567696,0.0656662812755825,0.0089295453945505,0.0,0.0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum,65.9192,GCA_000006805
281.09585838343355,31850.25594522378,11814.745304330772,2.714428857715431,0.0002942941881521,0.3170157085097946,0.1323086586620653,0.1172540208612425,Saccharolobus solfataricus P2,273057,2994,0.2495626795233078,0.29429418815209996,31.85025594522378,0.0941134158062429,0.104000351944554,0.0749626225104336,0.0532782550506264,0.0616373430782966,0.0358125162035325,0.0439393182485641,0.0233479005434907,0.0100484129978159,0.0470971785242927,0.0129408474484686,0.045790682499948,0.0662826012596531,0.048630836051929,0.021003535935572,0.0466981327857611,0.0705558880754816,0.0827169708837588,0.0495916877783065,0.0075515023732721,0.0,0.0,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus solfataricus,35.8,GCA_000007005
303.03559774547614,33832.86318599822,12225.73191760985,-5.850786116879265,-0.0003599041656709,0.2845813595601635,0.1189693642251767,0.1331657583420134,Methanosarcina mazei Go1,192952,3371,0.2521351225671901,-0.3599041656709,33.83286318599822,0.077913699024122,0.0940664794102091,0.0688935093519186,0.0684233343907896,0.0706480034336952,0.0390267286580616,0.0437076717739137,0.0272188828106474,0.0093016804658922,0.0349423100951193,0.0170782736988034,0.0494522860218894,0.0662292252169268,0.0419217851117811,0.0246456617496458,0.050619465275508,0.0825462930665055,0.0714290915108633,0.0475402727143136,0.0143953462193943,0.0,0.0,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,41.5,GCA_000007065
297.050385299348,33013.46727919384,12107.501740606349,-10.184350918790752,-0.0007050057290385,0.2826720594973183,0.1278503863393879,0.156616025013502,Methanopyrus kandleri AV19,190192,1687,0.28446641135288986,-0.7050057290385,33.01346727919384,0.0489657550579984,0.1004230815073057,0.1051527770266352,0.0828264978863012,0.0807257359641281,0.0532872350543584,0.0281304459053792,0.0204477149386715,0.0119089167389758,0.0271844037918514,0.0190802363107865,0.044956982364017,0.0459716923417767,0.0186795726982182,0.0137381911499017,0.0563426064661264,0.1002734185473757,0.0422171760333292,0.0856332103060586,0.0140390485092461,0.0,1.5301401558441292e-05,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus kandleri,61.2,GCA_000007185
251.7619961612284,27963.969481765835,10602.27280199239,2.356238003838772,0.0002701869684966,0.2985146683721004,0.1277760630082125,0.1137894429551169,Pyrobaculum aerophilum str. IM2,178306,2605,0.24156550596332943,0.27018696849659996,27.963969481765833,0.0630812223976591,0.1076962951503976,0.0920939848474739,0.0979290772654669,0.0743723092043932,0.0476759986667817,0.0356431659765697,0.02152351658532,0.0144856885221395,0.0417708236252093,0.0148027489065369,0.0421946649529147,0.0489305342108486,0.0246979230343102,0.0206531051547188,0.0416805999236695,0.0721088430314475,0.0598089086771326,0.0679671543310799,0.0108834355359302,0.0,0.0,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum aerophilum,51.4,GCA_000007225
281.55302663438255,31877.58813559322,11778.405360667302,0.4280871670702179,0.0001031824462603,0.3136303686618184,0.1385111173832005,0.1321993679547269,Pyrococcus furiosus DSM 3638,186497,2065,0.2707104853379274,0.1031824462603,31.87758813559322,0.0885217591606523,0.1021073194619914,0.0789640708652034,0.0642801669986791,0.0702931437459027,0.0415585262634119,0.0440372191739717,0.0240079802664579,0.0122724850387489,0.0389609866356458,0.0148923538695048,0.0429843590583536,0.048767096508717,0.0337008331360296,0.0171282071516567,0.0424917842204275,0.0897075837342995,0.0838583227841095,0.0546527945990911,0.0068130073271453,0.0,0.0,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,40.8,GCA_000007305
311.9907488986784,34862.369162995594,12419.904563880926,-7.087444933920705,-0.0003297334678943,0.2865139162630897,0.1179569080984111,0.129167909212249,Methanosarcina acetivorans C2A,188937,4540,0.2471248173106601,-0.32973346789429997,34.86236916299559,0.0756569929821231,0.0957823504125444,0.0677585738439016,0.065909784027241,0.0697235046283521,0.039298177738982,0.0473159990245198,0.0270591235513388,0.0102045076614493,0.0358150653604641,0.0174044438029338,0.0507994072536389,0.0673098393312844,0.0425679659055218,0.0256956283860814,0.0496500771927316,0.0795178320195177,0.0705715336370551,0.0473853744613559,0.0145671447045779,6.674074384059242e-06,0.0,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina acetivorans,42.7,GCA_000007345
282.785447761194,32650.29160447761,11954.097095300687,5.307835820895522,0.0005089122914868,0.3161222954339374,0.1528826055551659,0.1278222334023072,Nanoarchaeum equitans Kin4-M,228908,536,0.2807048389574731,0.5089122914868001,32.65029160447761,0.1049957308827132,0.1063257013373239,0.0606191967961424,0.0513401997602738,0.0525182952684523,0.0388052487780077,0.0441816664177577,0.0188089270858571,0.0090946360484767,0.0551463115306849,0.013254241362286,0.0393392314915703,0.0442653435018234,0.049932824334371,0.0221411157787528,0.0480069366781262,0.0798152967241811,0.1119184622430295,0.0409641433121365,0.0085264906680325,0.0,0.0,Archaea,Nanoarchaeota,,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum equitans,31.6,GCA_000008085
307.071661237785,34797.05615635179,12569.771927297445,-0.6267100977198697,-1.1794931863226245e-05,0.3031174410673528,0.119760033473281,0.1197462950287455,Picrophilus torridus DSM 9790,263820,1535,0.2395063285020265,-0.011794931863226244,34.79705615635179,0.1122097996190608,0.0860424230418027,0.05746363390232,0.0544623541781639,0.0632245515344685,0.0329889321214804,0.0474015845041691,0.0321159901946345,0.0068758212491842,0.0526255578075048,0.01504543011233,0.041868570093425,0.0714761625430225,0.0646195370205817,0.0146604352395529,0.0601463161966298,0.059599978832116,0.0734917332049479,0.0462683002683332,0.0074128883362721,0.0,0.0,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Picrophilaceae,Picrophilus,Picrophilus torridus,36.0,GCA_000008265
