Name,Taxid,protein_count,AssemblyID,Length,Mass,SASAmiller,NetCh,NCD,fFatty,fPos,fNeg,I,L,V,A,G,P,F,M,W,Y,H,T,S,N,Q,D,E,K,R,C,X,U,SeqNum,NCD1000,MWkDa,fCharged,kingdom,phylum,class,order,family,genus,species,GC
UP000000641,368408,1876,GCA_000015225,290.0501066098081,32092.14450959488,11840.296337281772,0.8811300639658849,0.0001014990339514,0.3019019548937562,0.1287071520536277,0.1236789515657992,0.0459992905267178,0.1164352122589265,0.1034960530753905,0.0917575733367496,0.0780118417632048,0.0454927726860736,0.0359713990327214,0.0192328944294193,0.0116082209165567,0.0367909810751522,0.0136159982287763,0.0393416419780087,0.061938566790395,0.0211736344441979,0.0179956066978065,0.0404478170423671,0.083231134523432,0.0528780284175934,0.0758291236360343,0.0087522091404756,0.0,0.0,1876,0.1014990339514,32.09214450959488,0.2523861036194269,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Thermofilum pendens,57.6792
UP000000536,69014,2301,GCA_000009965,277.1316818774446,31174.07092568448,11539.593669213264,-2.357235984354628,-0.0001456762299633,0.3042515239714283,0.1329241411114618,0.1385119562628162,0.0703790071501107,0.1073365719709777,0.0839577907042564,0.0730364696646677,0.0742078735449892,0.0421555572193245,0.0425781541460835,0.0249690688023487,0.0126407609552111,0.0364543851907071,0.0154330929456766,0.0436674017576477,0.0485456034936518,0.0298676480683704,0.017286925277555,0.0460940589432002,0.092417897319616,0.0717956758369412,0.0611284652745205,0.0060475917341432,0.0,0.0,2301,-0.14567622996329999,31.17407092568448,0.271436097374278,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis,52.0
UP000001826,190192,1687,GCA_000007185,296.9519857735625,33002.914641375224,12104.441783150918,-10.18790752815649,-0.0007048651125859,0.2826667804553822,0.1278802212197326,0.1566257727638514,0.0489435084885811,0.1004557206337897,0.1051484055839133,0.0828350834019439,0.0806635088416134,0.0532498160100878,0.0281191457490979,0.0204466961570487,0.0119120195789371,0.0272186338229842,0.0190832456573709,0.0449326005437085,0.0459851147340546,0.0186772901282347,0.0137492011058669,0.0563288155593696,0.1002969572044817,0.0422271276913006,0.0856530935284319,0.014044600648395,0.0,2.941493078756033e-05,1687,-0.7048651125859,33.00291464137523,0.284505993983584,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus kandleri,61.2
UP000002439,178306,2590,GCA_000007225,252.87644787644788,28087.61084942085,10642.185938421286,2.3583011583011584,0.0002674458650765,0.2988051466838912,0.1274618667070388,0.1137330597313913,0.0632343147584583,0.1076324984005535,0.0922960004556735,0.0977271130999507,0.0744006705839845,0.0477963185632642,0.0356423330692058,0.0214573806133221,0.0144774447734922,0.0418307786881974,0.014859361322014,0.0422547177713697,0.0490007365093716,0.0247061339160068,0.0205647676065688,0.0416128523549168,0.0721202073764745,0.0595978954479999,0.0678639712590388,0.0109169328343302,7.570595805889923e-06,0.0,2590,0.26744586507650003,28.087610849420848,0.2411949264384301,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum aerophilum,51.4
UP000001974,273057,2938,GCA_000007005,281.784547311096,31913.28315180395,11828.74388191643,2.4659632402995237,0.0002718415583094,0.3173988305283677,0.1313780627391637,0.1173873045635564,0.0948442939489845,0.1039886615351116,0.074771973877654,0.0534355090056614,0.0616978437269907,0.0358925358620985,0.0437939011666174,0.0232643762762276,0.0099456652296934,0.0470033094265038,0.0129818885700988,0.0458356703047584,0.0663418916930349,0.0488168688139383,0.0210620523663413,0.0468545287208371,0.0705327758427192,0.0821970340153604,0.0491810287238032,0.0075572684881525,9.22405411937033e-07,0.0,2938,0.2718415583094,31.91328315180395,0.2487653673027201,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus solfataricus,35.8
UP000000578,228908,536,GCA_000008085,282.5634328358209,32625.099626865667,11945.963161300357,5.2966417910447765,0.0005094195002089,0.316045947757027,0.1530050384749658,0.1278731053519183,0.1049530908016007,0.1062907545658832,0.0606573161588726,0.051301490930918,0.052569405771422,0.0388519843714899,0.0441447862306704,0.0187748767363206,0.0091085150874349,0.0551212283069313,0.0132878976013324,0.0393562055655517,0.0441457974458935,0.0499234562267423,0.0221443949336334,0.0480366193523827,0.0798364859995355,0.111978735542637,0.0410263029323287,0.0084906554384182,0.0,0.0,536,0.5094195002089,32.62509962686567,0.2808781438268841,Archaea,Nanoarchaeota,,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum equitans,31.6
UP000002487,188937,4468,GCA_000007345,311.6195165622202,34797.14017457476,12395.6763479519,-7.331692032229185,-0.0003444276774074,0.2868203575989039,0.1173618325142499,0.1291626587364812,0.0756193440502558,0.0958869053928807,0.0680009198981243,0.0662876579253611,0.0699369362886111,0.039448236417406,0.047313188257643,0.0271076517206602,0.0101605730513838,0.035706398065699,0.0172624829927418,0.0508219011644218,0.0673561859638541,0.0424552715620827,0.0255770627499274,0.0497572204619604,0.0794054382745207,0.0701511590479368,0.0472106734663132,0.0145284730955667,3.0017498619164675e-06,0.0,4468,-0.3444276774074,34.79714017457476,0.24652449125073111,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina acetivorans,42.7
UP000010843,797303,4138,GCA_000230735,285.1401643305945,31027.16802803287,11462.123285383856,-25.894151764137263,-0.0020358314889775,0.250743604532946,0.0860680462990278,0.1754696906801472,0.0431256125027786,0.090219281358909,0.0863990973355472,0.1070533448863899,0.0811161193150396,0.0463896915058577,0.030999613335711,0.0184336457483143,0.0115236934128756,0.0269764354106371,0.0198183625902225,0.0650823966315647,0.0555068840800414,0.0221401827104644,0.0242270550375266,0.0863772411364505,0.0890924495436966,0.0184550358880737,0.067613010410954,0.0094508471589445,0.0,0.0,4138,-2.0358314889775,31.027168028032868,0.261537736979175,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema pellirubrum,63.9597
UP000001931,339860,1533,GCA_000012545,322.00260926288325,36224.34637964775,12741.914334262972,-5.446836268754077,-0.0003900460874285,0.2904605974573447,0.117137466144616,0.1334452430312788,0.1040744517449091,0.0866218786405,0.062904426529895,0.0514825457599525,0.0576393581361356,0.0323491181276669,0.0368598405420405,0.0248255750025093,0.0055632972908648,0.0421095947137193,0.0177467918003434,0.0597780907730758,0.0603153449895489,0.0672523257952419,0.0261112667513755,0.0613780178661835,0.0720672251650953,0.0848289159208265,0.0323085502237894,0.0137833842263259,0.0,0.0,1533,-0.3900460874285,36.22434637964775,0.2505827091758948,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae,27.6
UP000245635,2005259,928,GCA_003086535,265.1810344827586,29739.276724137933,11149.074413440192,0.59375,0.0001151315980519,0.3000226590536867,0.1368506808183327,0.1300376138186622,0.0646219550364719,0.1062658742472126,0.0920853106012051,0.0692613813477606,0.0683972126309957,0.0408286955421291,0.0370495191687968,0.0233488828130138,0.0095373795582586,0.0385499197515254,0.0135499707295502,0.0447833638379149,0.0614442465626682,0.0339373040058157,0.0212150688797929,0.0482693813737937,0.0817682324448684,0.0742674539797653,0.0625832268385673,0.0082356206498926,0.0,0.0,928,0.1151315980519,29.739276724137934,0.2668882946369949,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,,,Sulfolobales archaeon SCGC AB-777_J03,50.7
