Name,Taxid,protein_count,AssemblyID,Length,Mass,SASAmiller,NetCh,NCD,fFatty,fPos,fNeg,I,L,V,A,G,P,F,M,W,Y,H,T,S,N,Q,D,E,K,R,C,X,U,SeqNum,NCD1000,MWkDa,fCharged,kingdom,phylum,class,order,family,genus,species,GC
UP000008553,73239,7741,GCA_000003085,298.0,34745.5,13007.5799048294,3.0,0.0003808438911809,0.2727272727272727,0.1358127872962808,0.1194029850746268,0.0973684210526315,0.0828220858895705,0.0363636363636363,0.0230680507497116,0.0303951367781155,0.0203488372093023,0.0498442367601246,0.0195578231292517,0.0040650406504065,0.0548387096774193,0.018348623853211,0.0418250950570342,0.0681818181818181,0.1096774193548387,0.0251396648044692,0.0550029256875365,0.0619469026548672,0.110738255033557,0.0236742424242424,0.0171232876712328,0.0,0.0,7741,0.38084389118089995,34.7455,0.2552157723709076,Eukaryota,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium yoelii,24.7
UP000008549,6238,21751,GCA_000004555,311.0,35132.8,13113.265875006437,0.0,0.0,0.2547528517110266,0.1171003717472118,0.1168831168831168,0.0588235294117647,0.0849056603773584,0.06006006006006,0.0588235294117647,0.0483383685800604,0.0443349753694581,0.0464135021097046,0.0266666666666666,0.0100502512562814,0.0302114803625377,0.0212765957446808,0.0547112462006079,0.0762463343108504,0.0466321243523316,0.0372670807453416,0.0508474576271186,0.0637329286798179,0.0619946091644204,0.0513157894736842,0.0170068027210884,0.0,0.0,21751,0.0,35.1328,0.23398348863032858,Eukaryota,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis briggsae,37.6868
UP000001449,35128,11718,GCA_000149405,391.0,43145.5,15235.035397960975,-7.0,-0.000489186239166,0.2365005046540316,0.106060606060606,0.1263157894736842,0.0474777448071216,0.0843564306691696,0.064516129032258,0.0744680851063829,0.0683996014731453,0.0445344129554655,0.0343347639484978,0.0248062015503876,0.0102564102564102,0.0264335376760249,0.0221319865208991,0.0583626901029839,0.0857740585774058,0.0432098765432098,0.0348837209302325,0.0614292542620187,0.0634920634920634,0.0523560209424083,0.0522875816993464,0.0147058823529411,0.0,0.0,11718,-0.489186239166,43.1455,0.23237639553429018,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,46.905
UP000018467,7994,39383,GCA_000372685,427.0,47869.60000000001,16435.548503645758,-1.0,-7.35861983082886e-05,0.2460063897763578,0.1120331950207468,0.1144200626959247,0.044,0.0946236559139784,0.064066852367688,0.0628415300546448,0.0597484276729559,0.0501089324618736,0.0369127516778523,0.022801302931596,0.0109235352532274,0.0280898876404494,0.0247272727272727,0.0545454545454545,0.0818414322250639,0.0374812593703148,0.0433884297520661,0.0490196078431372,0.0634920634920634,0.054989816700611,0.0544217687074829,0.0210249671484888,0.0,0.0,39383,-0.0735861983082886,47.86960000000001,0.2264532577166715,Eukaryota,Chordata,Actinopteri,Characiformes,Characidae,Astyanax,Astyanax mexicanus,38.409
UP000005239,54126,25205,,293.0,32708.599999999995,12446.400659624249,1.0,4.169508539683319e-05,0.2496194824961948,0.1159114857744994,0.1151515151515151,0.0558659217877094,0.0876288659793814,0.0616438356164383,0.0691056910569105,0.053763440860215,0.0468540829986613,0.040650406504065,0.0266546870320455,0.0106157112526539,0.0274914089347079,0.022801302931596,0.055350553505535,0.0788804071246819,0.038860103626943,0.03125,0.05175983436853,0.0611111111111111,0.0516129032258064,0.0605405405405405,0.0181818181818181,0.0,0.0,25205,0.04169508539683319,32.7086,0.2310630009260145,Eukaryota,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus,Pristionchus pacificus,
UP000008820,7159,21509,GCA_000004015,475.0,53261.3,17767.287751914886,-2.0,-0.0001032154545209,0.2423312883435583,0.1113707165109034,0.1170731707317073,0.0531177829099307,0.0856269113149847,0.0606060606060606,0.0639269406392694,0.0568025652771415,0.0485436893203883,0.0366748166259168,0.023391812865497,0.0089228808158062,0.0304347826086956,0.0240793201133144,0.0555555555555555,0.0766871165644171,0.0476190476190476,0.0412621359223301,0.0538461538461538,0.0611246943765281,0.0579345088161209,0.0520325203252032,0.0163191296464188,0.0,0.0,21509,-0.1032154545209,53.261300000000006,0.2284438872426107,Eukaryota,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,38.7998
UP000001819,46245,23066,GCF_009870125,500.0,55685.40000000001,18354.04238385473,-1.0,-6.481378039148309e-05,0.2348981963228815,0.1082275484755755,0.1115961414366212,0.0479041916167664,0.0884302961184619,0.0579440639681603,0.0733238584611647,0.0593607305936073,0.0507472397284883,0.0335507921714818,0.0238095238095238,0.0088652482269503,0.029103608847497,0.025,0.0553633217993079,0.0766550522648083,0.0444444444444444,0.0459183673469387,0.0504201680672268,0.0592105263157894,0.0516144593311859,0.0543572639545345,0.0160349854227405,0.0,0.0,23066,-0.06481378039148308,55.68540000000001,0.2198236899121967,Eukaryota,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila pseudoobscura,
UP000077755,79200,31771,GCA_001625215,324.0,36189.3,13399.977923337026,-1.0,-7.062228371837288e-05,0.25669099756691,0.1125827814569536,0.1155913978494623,0.0531732418524871,0.0914285714285714,0.0660377358490566,0.0649350649350649,0.0625,0.0456375838926174,0.0405405405405405,0.024390243902439,0.0111111111111111,0.0282258064516129,0.0222929936305732,0.0489882854100106,0.0853658536585365,0.0442477876106194,0.0344036697247706,0.053231939163498,0.0610687022900763,0.0608365019011406,0.05,0.0167973124300112,0.0,0.0,31771,-0.07062228371837288,36.1893,0.22817417930641593,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus carota,36.0427
UP000005226,31033,51078,GCA_000180615,513.0,57362.5,18755.94890935911,-2.0,-0.0001064995027906,0.25,0.1111111111111111,0.1151979275577128,0.0453172205438066,0.0964552968113028,0.0643382352941176,0.0641176788783029,0.0617021276595744,0.0509641873278236,0.0381200041453765,0.023735810113519,0.0113636363636363,0.0282685512367491,0.0257807199796472,0.0538800015482957,0.0794678700831773,0.038,0.0428571428571428,0.0509803921568627,0.0625,0.0537171585637443,0.0554585092879634,0.0208858115753518,0.0,0.0,51078,-0.10649950279060001,57.3625,0.2263090386688239,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Takifugu,Takifugu rubripes,45.8415
UP000001595,9601,22878,,383.0,42620.25,15099.418565861724,0.0,0.0,0.2430736427751353,0.1131578947368421,0.1125,0.0427350427350427,0.099009900990099,0.0594059405940594,0.0678489904260845,0.0634920634920634,0.0553633217993079,0.0363321799307958,0.0214369849852731,0.0116279069767441,0.0262664165103189,0.0246324379875387,0.050709939148073,0.0770234986945169,0.034090909090909,0.0438919978629576,0.0456621004566209,0.0650263620386643,0.0546520215726014,0.0551470588235294,0.0205128205128205,0.0,0.0,22878,0.0,42.62025,0.2256578947368421,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Pongo,Pongo abelii,
UP000000542,5664,8038,GCA_000002725,476.0,52191.05,17505.948820391342,-1.0,-6.214480516108099e-05,0.2296137339055793,0.1058315334773218,0.1075424291267659,0.0301204819277108,0.0905611559959969,0.0716913505105836,0.1111111111111111,0.0627615062761506,0.0533056428003247,0.0303852424481122,0.0231443220079583,0.0099161847681033,0.024793388429752,0.0266525134290714,0.0581873868857023,0.0803676967240797,0.0266524520255863,0.0382259273136006,0.0481135602237271,0.0579064587973273,0.034018637040615,0.0701150879416591,0.0180942846171511,0.0,0.0,8038,-0.062144805161080986,52.191050000000004,0.2133739626040877,Eukaryota,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Leishmania,Leishmania major,59.7114
